handle,name,description,friends_count,followers_count,status,isDem
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,Glad to join @SenatorDurbin in announcing $7M in federal funds for Head Start and Early Head Start programs through… https://t.co/beez0EyGl5,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,"Instead of launching missile strikes &amp; bringing both our countries to the brink of war, the US should do all it can… https://t.co/ir8Z3uGAUf",1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,"While the JCPOA nuclear agreement was far from perfect, it was successful in halting Iran’s development of nuclear… https://t.co/T6outddcXj",1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,The reports of pregnant women being mistreated at the hands of @CBP officials are deeply troubling and completely u… https://t.co/ajiieJnwW7,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,RT @SecArmy: Huge thank you to @SenDuckworth for joining me at today’s test flight of  @Sikorsky’s SB&gt;1 DEFIANT. 🚁#futureverticallift #mode…,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,Today I traveled to Florida w/@SecArmy to see the aviation tech shaping the Army’s Future Vertical Lift program &amp; d… https://t.co/ubs24swaoZ,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,RT @WJBC: “Children and families in need across Central Illinois rely on investments like these that help improve housing conditions and re…,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,RT @WPSDLocal6: Public housing authorities across southern Illinois are getting over $15 million in federal funding. Most of the counties i…,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,Proud to announce this federal funding to northwest Illinois--and over $136mil total around our state--w/… https://t.co/hgwg3GZMq5,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,"It was a pleasure meeting @OTR_1974 &amp; visiting Midtown Crossing Apartments, their independent living housing for lo… https://t.co/MWjFVPrbOV",1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,Troubled by reports that PFOS/PFOA were detected in water near Scott Air Force Base. @SenatorDurbin &amp; I remain in c… https://t.co/plRn445UrX,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,"RT @SenatorDurbin: I remain deeply concerned by the rapid escalation of coronavirus cases and the increasing demands on federal, state, and…",1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,This inequity hurts our military readiness and I’m glad to help introduce this bipartisan bill that would ensure th… https://t.co/wpn3cI4gAP,1
SenDuckworth,Tammy Duckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",5000,5000,"Right now, reserve duty servicemembers who qualify for hazardous duty are only paid a fraction of what their active… https://t.co/cnXXU1sQRA",1
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,FACT: Pro-life principles are supported by a majority of Americans. The two bills we are voting on today are needed… https://t.co/HmZwn3diii,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,TOMORROW: A member of my staff will be in Hendricks County to help Hoosiers experiencing difficulty with a federal… https://t.co/KKwxDsaGJF,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"Addressing housing affordability, improving maternal health, and combating the opioid epidemic are just a few of th… https://t.co/coaigA4zh1",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"Originally inhabiting east of the Mississippi River, the Potawatomi people were forcibly removed from their homelan… https://t.co/my3bHCSCI3",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Nick’s in Huntington donated 140 pork tenderloins to the USS Indiana to support our sailors. Learn more via… https://t.co/MU0OYWgYEz,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,#ICYMI: Last week I introduced a resolution in honor the brave heroes like Hoosier Major William White who fought i… https://t.co/URkXlM9ra2,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Visited with Jessica Love and her @INCommDev team. Prosperity Indiana has been an invaluable resource in my Fair Sh… https://t.co/n3WbmDKTbC,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"Throughout my time at the Naval Academy, &amp; as an officer in the Marine Corps, I gained a deep appreciation for the… https://t.co/Syk74ZY9l1",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"Please join me in praying for Drake, who is fighting hard as he always has. #drakestrong https://t.co/5gIGaSVIE3 https://t.co/jxzyyIenFa",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"With more than 112,000 Americans on a transplant waitlist, including nearly 1,300 Hoosiers, one lost organ is one t… https://t.co/QSLLsG6jSb",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,#ICYMI: I sat down with @Tony840Cruise on @840WHAS and discussed my #ACCESStoCareersAct to help Hoosier students. 📻… https://t.co/JxDaFs8cON,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Important piece from @srudavsky on liver disease. More reasons to improve the organ transplant system. https://t.co/ZNbPZQCX71,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Iranian-backed Houthi rebels are holding up food from millions of vulnerable Yemenis. I will continue working with… https://t.co/3DYRGe34QE,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,"According to a recent @UMR4NIH report, robust @NIH funding is benefitting Hoosiers. Statewide, research funding has… https://t.co/X7zNjeiYBb",0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Today we remember those Marines who gave their life in defense of our country during the battle of Iwo Jima 75 year… https://t.co/2PjtwdqFpF,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,11 things you may have missed last week in today’s #HoosierHighlights Newsletter. https://t.co/e0gsWeegv3 https://t.co/PPVZbGSAhj,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Intro’d a bipartisan resolution recognizing the forced relocation of the Potawatomi people and the hardships endure… https://t.co/FMmBIDIxHk,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,This weekend I joined @WDRBNews and discussed my bill to increase access to career training in #Indiana and how the… https://t.co/5vvCETvoxc,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Small businesses comprise over 99% of Hoosier businesses and are a critical part of #Indiana’s economy. Learn more… https://t.co/XuOA9F9F6m,0
SenToddYoung,Senator Todd Young,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,505,5000,Today marks the one-year anniversary since the @IndianaDunesNPS was named the 61st National Park. It’s no longer ju… https://t.co/iEErSgVzGi,0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @PurdueCE: Combining innovative research: Last week, @SenatorBraun toured the #PurdueUniversity Agronomy Center for Research and Educati…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @FRCdc: ""Even if my colleagues do not agree with me, that every baby conceived has the right to be born, we should at least agree that e…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"On coronavirus, I listened to the Department of Homeland Security, the CDC, the FDA, the NIH, and it looked to me l… https://t.co/sLwvieMmB7",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,I hope that my colleagues - especially on the other side of the aisle - will not deny science by allowing abortions… https://t.co/kOlLiIRrwj,0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"Taking questions from @MatureAmericans members on my ideas to fix our broken healthcare system, Social Security, Pr… https://t.co/mzG4O3GqhQ",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @indgop: Yesterday, @SenatorBraun held a meet and greet in South Bend where he discussed a wide range of topics, including the crazy Dem…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,Thanks to the Hoosiers in Fort Wayne who came out to share with me what matters most to them. https://t.co/Iiuqfps7Wl,0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"Some younger people in the room say they appreciate Braun's dedication to reducing the federal deficit now, instead… https://t.co/xcAzOCEdqS",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"Great visit in South Bend discussing healthcare and why Indiana is well-prepared for the coronavirus. 
https://t.co/v5zQMDRCvJ",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @indgop: When @SenatorBraun was elected, he promised to bring Hoosier common sense to Washington, and he's delivered. On Tuesday, Sen. B…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"""Mike Braun traded a blue-collar life at his hometown distribution business in southern Indiana to 'shake up the sy… https://t.co/WY4aK3D5mr",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,RT @KristinBienWSBT: A local visit from @SenatorBraun . He’s traveling the state this week and this morning he’s at @GOPSJC talking about h…,0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @CRsatPurdue: Great discussion with @SenatorBraun today during his swing through West Lafayette! We were happy to discuss #USMCA, health…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,RT @jbcleadership: A sincere thank you to everyone who got up early this morning to hear a presentation from Sheriff Brett Clark and me abo…,0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @dcexaminer: .@SenatorBraun wants to make the @GOP the party of healthcare.

He warns, if Republicans aren't prepared then the US would…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"RT @indgop: Thank you, @SenatorBraun for your dedication to protecting the sanctity of life! Earlier this week, Sen. Braun was recognized b…",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"Safeguarding life at every stage is a solemn responsibility Hoosiers entrusted me to uphold.

Proud to receive the… https://t.co/OGVXBTJYwN",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"As a tree farmer myself and a lifelong conservationist, I fully support the @realDonaldTrump @EPA's One Trillion Tr… https://t.co/dEzsXhojFI",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"I ran a small business, and President @realDonaldTrump's tax cuts have given us the hottest economy I've ever seen.… https://t.co/TysaJnlAcc",0
SenatorBraun,Senator Mike Braun,Main Street businessman & Hoosier U.S. Senator for Indiana,161,5000,"""He ran and I saw him on television destroying his opponent in his debate,"" Trump continued. ""I said, you know, thi… https://t.co/sh1EHF9FXK",0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Mtg w the Iowa Vape Association https://t.co/uMORYK4Yqk,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,2day I had classified briefing by federal depts/agencies abt the coronavirus After hearing from top levels of govt… https://t.co/K4zffxJTqK,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Pres @realDonaldTrump gave a real boost to Grassley-Wyden/Prescription Drug Pricing Reduction Act w his recognition… https://t.co/LWgrWnFfq4,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Most of my GOP Senate colleagues weren't in Congress when Obamacare passed. I remind them that Big Pharma supported… https://t.co/WHmHquwAmz,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,"🇺🇸 #99countymeetings @ Jesup, Iowa https://t.co/OBNNx8KXzm",0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Uni over Bradley 64/57,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Half Uni 21 Bradley 28,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Uni loses to Illinois st 69/61,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,"Sidney McFee, Rachel Freeborn + Andrew Hubbard at UNI men’s bball game https://t.co/fuJWkGiYag",0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Uni behind Illinois st half 30/21,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,On 75th anniversary of Iwo Jima I remember my dad a WW1 vet telling me abt reports of landing at Iwo Jima &amp; how blo… https://t.co/uE4wytZc6z,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Tour/Q&amp;A at Hancock County Health System in Britt 36ppl issues: Grassley-Wyden Prescription Drug Pricing Reduction… https://t.co/nWiXnzFtan,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Tour/Q&amp;A Sprout Ag in Lake Mills 15ppl issues: ethanol bipartisanship Pres Trump USDA crop reports electoral colleg… https://t.co/OmhbRvdut1,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Tour/Q&amp;A at ADA Enterprises in Northwood 25ppl issues: trade w China Brexit Grassley-Wyden Prescription Drug Bill s… https://t.co/dWVy0gcVgT,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Thx to Limestone Brewers &amp; the Osage Chamber for hosting Q&amp;A issues: nursing home requirements social security rura… https://t.co/iKOFwWDYJx,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Q&amp;A at Charles City HS 65ppl issues: impeachment student debt 2020 election defense spending renewable energy immig… https://t.co/lFflKU58L3,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Tour + Q&amp;A at East Penn in Oelwein 122ppl issues: infrastructure supporting young farmers electoral college insulin… https://t.co/eQyig1YE7y,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Q&amp;A 46ppl Heartland Technology in Jesup issues: student debt bipartisanship impeachment my lawnmower mental health… https://t.co/yGMvGBnQfd,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,56ppl Rotary Club of Cedar Falls issues: bipartisanship Pres Trump tweets health insurance whistleblowers immigrati… https://t.co/IDjVfJXThY,0
ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",5000,5000,Toured propane fueled school buses + q&amp;a AgVantage FS in Waverly 28ppl issues: USMCA skilled workers infrastructure… https://t.co/vip20G5Bz3,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"Every single person was at one time a defenseless child in their mother’s womb.

Every single *life* has value.

I… https://t.co/FqvlwsNvvx",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"I’ve worked hard to shed light on &amp; combat meth abuse in Iowa, which continues to plague our communities. I’m glad… https://t.co/pyXrULzzka",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,Happy #NationalFFAWeek! It was so great to be back in Ankeny to celebrate all things Iowa agriculture this weekend… https://t.co/9O4dPTMWjM,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,Katherine Johnson lived a rich and rewarding life—breaking barriers for women everywhere as a mathematician for… https://t.co/gGiPTpLxY8,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,Addressing Rx drug costs has been a top priority for me. I’ve worked across the aisle toward solutions to increase… https://t.co/EwKriAqW5X,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"The major trade wins in recent weeks &amp; months have been welcome news for Iowans. Now, I’m joining a bipartisan grou… https://t.co/j7iUjsHYuy",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,I had a productive discussion with farmers from around Guthrie County yesterday. We talked about the recent trade d… https://t.co/u3smf0EMgM,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"Great afternoon visiting local small businesses in Greenfield! I enjoyed hearing from Iowans, sampling some delicio… https://t.co/lLSGvazkfG",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"Iowa is home to 300,000+ family caregivers, many of whom juggle their own employment while caring for a loved one.… https://t.co/cj5VQTPly7",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,I put forward the MAKE CENTS Act to get our budget process back on track and create more transparency and accountab… https://t.co/18idQ0vbFW,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"As @USDA looks to the future, I’m thrilled to see them prioritize biofuels—a cleaner, more affordable choice at the… https://t.co/I3wiNNnrky",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,.@northerniowa is the proud alma mater of so many across our state—including some terrific members of my staff and… https://t.co/oU9LBpSfMY,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"My time in the @IowaNatGuard had a profound impact on my life, and has shaped who I am today, which is why I always… https://t.co/PFJZ7rYyJG",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"Proud to help secure support for a critical dredging project on the Miss. River, which will give Iowa farmers bette… https://t.co/0VJhtauFQt",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"“Despite his fugitive status and role as a leader for Al Qaeda, Al-Nouri was admitted to the United States in 2008… https://t.co/Yyszhe4p1V",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,RT @iowafuel: Thank you Sens. @ChuckGrassley and @SenJoniErnst for all you do to continue to support #biodiesel and the #biodieseltaxcredit!,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,RT @IowaBiodiesel: We join with @Biodiesel_Media in thanking @SenJoniErnst and @ChuckGrassley for continuing to advocate for the biodiesel…,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,.@ChuckGrassley &amp; I fought hard on behalf of Iowa’s biofuels producers to ensure the biodiesel tax credit was inclu… https://t.co/J7BDy1fzSD,0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,"Major Kristina Stanger is a fearless leader, incredible mom, and a good friend. It was the advocacy of people like… https://t.co/gc9ikYII9E",0
SenJoniErnst,Joni Ernst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,147,5000,RT @Dustin_IAAgBiz: The Corps of Engineers has green-lighted a dredging project on the lower Mississippi River. This will be an improvement…,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"Congratulations to Nicole and Randy Small of Neodesha, Kansas on receiving the 2020 Regional Conservation Legacy Aw… https://t.co/HkmER9hXPC",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @SenateAgGOP: Happy #FFAweek!
We believe in the future of agriculture. https://t.co/cQMiJr16sD",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @USMC: Seventy-five years ago today during the Battle of #IwoJima75, Marines claimed Mount Suribachi and raised the American flag at its…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @ChrisCoons: Starting a tech business is hard enough—getting a tax credit shouldn’t make it harder! 

I’m proud to work with @SenPatRobe…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @SenateAgGOP: It's always a good day to chat with @AgriBlogger and his golden mic! 
Take a listen: https://t.co/x3SbWgF0Mj. https://t.co…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,RT @SenateAgGOP: Happy #ValentinesDay! Our love language is meat. https://t.co/sWKR37TTMW,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @SenateGOP: ✓ PASSED (unanimously!) 

Senate Resolution 490: Congratulating the Kansas City @Chiefs on their Super Bowl victory.

🏈🏈

[R…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"Innovative startups and small businesses are some of the greatest drivers of economic progress in our nation, which… https://t.co/6jb6tkSQlw",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,In a @SenFinance hearing today I discussed the impacts of the President’s proposed budget on rural health with… https://t.co/DJYI1PMR8e,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @SenateAgGOP: Happy birthday, President Lincoln! DYK Lincoln created the @USDA and signed into law the Morrill Act, which established th…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"RT @SenateAgGOP: NEWS: The House has passed the Protecting America's Food and Agriculture Act.
“This legislation strengthens the ag inspect…",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,If you've been impacted by the recent layoffs from @SpiritAero or the 737 supply chain contact my office to learn a… https://t.co/gsX1pt9qgu,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,I applaud @Interior's announcement today that Kansas will receive $2.8 million to reclaim abandoned mine land. Lear… https://t.co/nfK1w4QWXx,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"This week, I joined @SenStabenow, @SenGaryPeters and @SenMarkey in introducing legislation to strengthen America's… https://t.co/jTTqONpcpF",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,I just voted to acquit @realDonaldTrump. It's time the entire Congress get back to the important work of the people.,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,I applaud @realDonaldTrump  and @SecretarySonny  for prioritizing the build out of high-speed broadband to the hard… https://t.co/PAfp1sLYMj,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"I am glad @realDonaldTrump understands and shares Kansans’ goal of economic prosperity and a safe, strong and proud… https://t.co/kLN4D9LZ3K",0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,I will vote for acquittal on both articles of impeachment in the Senate trial. The prosecution did not prove… https://t.co/medJhvfz0t,0
SenPatRoberts,Senator Pat Roberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.,917,5000,"Today, I joined @JerryMoran, @RoyBlunt and @HawleyMO in introducing a resolution to congratulate the Kansas City… https://t.co/V2gYSJPfIa",0
